crude_oil_type,cost_per_barrel_today,purchase_location,refinery_location,lead_time_days,refinery_processing_time_days,production_cost,method_of_moving,method_capacity,number_of_barrels,delivery_method,delivery_time_days,delivery_location,delivery_capacity,optimized_cost
Type B,66.18051095747705,Location 1,Refinery 2,28,2,62.70667669945697,Rail,4471.866568008525,940,Pipe,2,Customer C,4073.791601838471,87.05590447814046
Type C,74.43215952023328,Location 1,Refinery 1,20,6,73.90131651005993,Ship,2998.7329211316164,244,Ship,10,Customer B,1821.087763215207,130.4904097082298
Type C,88.52037089038966,Location 1,Refinery 2,11,4,54.96116879327497,Ship,1245.3754979354721,465,Rail,11,Customer A,3848.752774696458,143.41709327585508
Type A,84.16476883032526,Location 2,Refinery 3,26,6,27.446442062826645,Rail,3858.249384372625,519,Rail,11,Customer B,3319.119370277663,88.37068438266662
Type B,72.29513531883742,Location 1,Refinery 1,11,9,27.28489433029833,Road,3493.646925345058,672,Road,8,Customer B,1687.4274790018594,72.41980193954412
Type A,63.68133331408329,Location 3,Refinery 1,27,8,63.26794144140942,Ship,4882.218682913984,884,Ship,3,Customer C,2046.4992251673198,94.74237436909992
Type B,99.85622500788556,Location 2,Refinery 1,11,1,31.027079906474068,Pipe,3235.8129610815076,660,Rail,7,Customer C,2985.214413945906,102.38662830382908
Type B,71.30906511179865,Location 1,Refinery 3,2,8,39.70312997699632,Ship,2345.574893611638,943,Rail,8,Customer B,2673.49882043139,91.93128558188137
Type B,72.56935121648377,Location 3,Refinery 2,17,9,49.23272041531483,Rail,3076.086774314223,543,Ship,3,Customer C,4114.255390187038,100.21638558209338
Type B,58.181191059583455,Location 2,Refinery 3,9,6,21.48589265456907,Road,4917.053165618065,533,Rail,2,Customer C,3937.618570172988,32.30214506286397
Type B,89.74047743749647,Location 3,Refinery 1,28,5,34.92914162119591,Rail,3785.449730132122,742,Pipe,13,Customer C,3298.2980138920684,101.93862878416157
Type C,84.68411128907442,Location 1,Refinery 2,28,6,44.47337651043681,Pipe,3687.9045517082045,654,Rail,13,Customer C,4289.098845891701,107.59292757935584
Type A,61.03848063943802,Location 1,Refinery 3,2,6,36.77817910959237,Ship,1962.7263589035415,156,Ship,8,Customer C,3250.6781627372347,90.36524659562642
Type C,54.11905228079213,Location 1,Refinery 1,29,9,28.18221964805395,Ship,3974.4100702424707,661,Pipe,3,Customer B,4857.557026629041,55.728721261410826
Type B,84.02496510373565,Location 1,Refinery 1,24,4,63.68073546777184,Rail,4001.087317887087,277,Pipe,7,Customer C,1868.8963966043257,120.0976188725466
Type A,82.72556071405677,Location 2,Refinery 3,15,2,68.78885931007909,Rail,2269.1559351036212,392,Rail,12,Customer A,3856.527974408611,135.63953404129205
Type B,63.662976349910466,Location 2,Refinery 3,16,9,35.44873856862349,Pipe,2934.8553295628526,145,Road,1,Customer B,2479.7765282178716,78.22474746000323
Type A,97.54317811252051,Location 3,Refinery 3,25,2,66.4651696763782,Road,2178.4133317618243,269,Pipe,14,Customer B,2115.8647776807757,157.8897406668137
Type C,57.55289458904501,Location 1,Refinery 1,4,9,43.133213864078826,Pipe,2034.8202812971467,370,Ship,12,Customer B,1721.5499038708515,96.22772072927346
Type A,71.6167400521301,Location 3,Refinery 3,8,2,50.40114745124016,Road,1103.5842809979406,516,Road,6,Customer C,3210.0139050461753,113.97790871003781
Type A,97.18079600837994,Location 2,Refinery 1,9,8,71.36006449358916,Ship,2140.8469786133282,947,Road,12,Customer A,1861.877730996845,156.61186317393353
Type A,70.98636584630611,Location 1,Refinery 3,26,9,64.99722090814447,Road,3215.8797995130994,238,Pipe,12,Customer C,1801.4034057936237,109.96292880458353
Type A,81.92629738320429,Location 1,Refinery 1,26,9,68.30701107897066,Road,1006.4047501961153,346,Rail,13,Customer B,4962.127620335272,153.9016133102936
Type A,69.87971989813971,Location 2,Refinery 1,5,9,28.21070999518141,Ship,2132.8763352386695,247,Road,9,Customer B,4206.989667383043,89.73787223899544
Type B,63.7107601174335,Location 2,Refinery 2,16,2,24.18316555002377,Ship,4525.641329293,329,Rail,12,Customer B,3993.1072810175015,50.96261040728736
Type A,99.19888239799141,Location 2,Refinery 3,13,4,73.60428374527922,Ship,3374.5943404294435,891,Pipe,3,Customer B,4176.24250353102,149.26892281402263
Type A,70.46670031575215,Location 2,Refinery 3,7,7,43.27005617426566,Pipe,3431.4512963239217,736,Ship,14,Customer C,4875.69149487497,81.90848784613264
Type C,94.70496018395673,Location 2,Refinery 1,26,2,37.27278068418085,Ship,2613.457220105413,803,Road,7,Customer A,3293.106755012814,120.73095462636577
Type A,61.49773029455431,Location 1,Refinery 1,20,1,63.48177525570947,Rail,3705.8885739696443,473,Ship,13,Customer A,1880.9755096114422,106.38450104449775
Type C,60.655235201254165,Location 2,Refinery 1,17,3,70.1849357947914,Ship,1759.7310649214367,179,Rail,6,Customer B,4448.838563012956,116.8424455354857
Type B,51.55670414422557,Location 1,Refinery 2,3,4,71.74937731389805,Ship,4274.987241536766,705,Rail,8,Customer A,3970.9229178163605,94.18892156863492
Type A,82.58334126879424,Location 1,Refinery 2,5,8,38.959828467513645,Ship,1466.7564797435994,837,Ship,3,Customer B,2657.233249336692,104.04588402940169
Type C,68.42631718618806,Location 2,Refinery 1,19,6,71.13274347210044,Road,3624.005418612437,164,Pipe,3,Customer B,2894.2779942985853,112.19149725473659
Type C,93.21791249198185,Location 2,Refinery 3,12,2,22.456036662460722,Pipe,2364.5973032787324,187,Pipe,4,Customer A,2645.009593915476,94.4483901977573
Type B,73.66049533457786,Location 1,Refinery 3,29,9,22.979689487583133,Ship,3990.051882329907,187,Road,3,Customer B,4719.768640916016,72.5773610900257
Type A,98.40967139573608,Location 2,Refinery 2,27,2,57.41115171044927,Pipe,3199.05820506408,812,Road,9,Customer A,2374.1264459931763,133.68572667892417
Type A,59.27627578515606,Location 2,Refinery 2,7,5,23.786382146932773,Rail,2809.4121539148646,825,Pipe,11,Customer B,4853.93711462469,55.34493807547544
Type C,93.43115839778054,Location 2,Refinery 1,28,4,39.47655011060969,Rail,1677.689608372988,303,Pipe,4,Customer A,4641.087085015799,125.39707939710223
Type A,88.82984263958708,Location 3,Refinery 3,9,7,60.36535917481544,Ship,3547.2858571374113,481,Ship,6,Customer B,3522.084568992693,123.54261138580954
Type C,88.5460922322026,Location 1,Refinery 1,28,8,40.23601376325358,Rail,4899.079373681652,700,Rail,8,Customer A,3319.2870924002987,95.00152227893673
Type A,92.23916140584438,Location 3,Refinery 2,6,5,30.775986886405754,Pipe,4302.4136996280595,575,Rail,11,Customer B,2480.3571202798835,81.993459197472
Type C,88.05119954714993,Location 2,Refinery 3,29,5,36.8810373112305,Road,1240.0327703560472,672,Road,13,Customer B,1073.3535560425996,129.94319370773079
Type A,81.31101608157077,Location 3,Refinery 3,26,2,47.45451993502591,Ship,2504.917513444764,882,Pipe,8,Customer B,1510.492744951013,109.84318332669625
Type B,56.56224388411938,Location 2,Refinery 2,17,8,48.52315132132894,Rail,4702.332036761087,705,Ship,5,Customer A,4016.9252933981948,70.4939375576692
Type A,51.6263089745626,Location 3,Refinery 1,16,2,66.98001388083212,Pipe,3012.1749902280853,918,Road,5,Customer C,2886.1605063526613,96.61572594800764
Type A,96.04239239078434,Location 2,Refinery 1,23,6,65.00919376589076,Pipe,3648.447303232717,638,Ship,6,Customer B,1599.3525367518723,137.55192397420183
Type B,80.8325157260369,Location 3,Refinery 3,3,8,47.409068273368106,Rail,4650.3973823655615,313,Pipe,10,Customer B,2055.843416527484,88.23344393028412
Type A,89.82686454880881,Location 3,Refinery 2,21,6,70.74004094592628,Pipe,4495.178761679523,173,Pipe,7,Customer A,4791.347599387998,136.13273792190734
Type B,74.0761175756275,Location 3,Refinery 3,26,4,26.854228315483752,Pipe,3007.2815021620436,160,Pipe,13,Customer B,2468.5313412410605,86.67240457926512
Type A,55.86540944811972,Location 1,Refinery 2,4,4,35.32120101373409,Ship,2750.5852106304083,797,Rail,13,Customer B,4630.727780876614,65.8813858165258
Type C,56.259289610127524,Location 3,Refinery 1,10,6,69.6785878101351,Pipe,2358.770473918348,642,Pipe,10,Customer B,2218.5433291743066,103.23695074319949
Type C,84.27826436144858,Location 1,Refinery 2,5,4,42.67964231756919,Rail,3876.0777726515644,318,Road,14,Customer B,3172.8803774686435,79.94303932433321
Type A,71.51529474497313,Location 2,Refinery 1,21,8,78.87089352763053,Ship,2147.947197886173,111,Rail,7,Customer C,1081.9083334487916,142.44613712955623
Type A,60.02623633501683,Location 3,Refinery 2,22,9,47.97519689167012,Rail,1999.5504257236005,913,Ship,13,Customer C,3087.500441494308,95.40776226854662
Type A,74.57972733707184,Location 2,Refinery 3,10,1,67.51613737782584,Road,2424.9995784151206,514,Road,4,Customer B,3547.768042442521,110.44455165948575
Type C,53.21044685375671,Location 2,Refinery 1,12,4,44.13842248294232,Rail,1708.860227515168,131,Road,6,Customer B,1937.2203973487117,85.70591494605105
Type A,79.09857009571994,Location 3,Refinery 3,10,4,45.49721114374582,Rail,3780.479263783069,259,Ship,7,Customer B,3315.748704821428,94.18839728044445
Type C,63.449670221754886,Location 1,Refinery 3,29,2,42.972988837051005,Ship,3464.9625973224493,336,Rail,5,Customer C,3588.671088203942,90.5945521682611
Type B,89.87795503185941,Location 3,Refinery 1,13,6,63.14453723064871,Pipe,2931.5141364633746,838,Road,5,Customer C,3747.544313527026,137.31360446589701
Type C,65.51809794617868,Location 2,Refinery 1,11,3,52.85107304359967,Rail,2561.3031170462186,280,Road,2,Customer A,4105.613288088412,103.53470063729141
Type C,72.76100745409006,Location 2,Refinery 3,22,7,76.62668668210215,Ship,4636.250171586926,928,Road,7,Customer A,2245.356971717666,120.63806756834329
Type B,50.58102699540503,Location 3,Refinery 3,16,5,35.05341899204629,Road,1116.495139956421,657,Rail,12,Customer B,3271.1078257275126,76.62914452494385
Type C,53.62234438972794,Location 1,Refinery 3,8,4,26.03376392500666,Ship,4076.4309740291965,440,Rail,6,Customer B,4926.316119058378,43.34382038740886
Type A,69.62467782033424,Location 1,Refinery 3,8,5,43.595689105952914,Ship,4607.638286995555,557,Rail,11,Customer C,4592.576682660629,75.54316188930467
Type A,73.99694173585618,Location 2,Refinery 1,27,8,57.00276245880656,Pipe,2785.4183177197037,179,Road,1,Customer B,4810.661712393467,119.27739409319221
Type C,80.00102740596519,Location 2,Refinery 1,25,3,71.6479362149297,Rail,3202.761965882587,746,Pipe,4,Customer B,2544.5455941142854,132.24559757915654
Type A,64.58312893546517,Location 1,Refinery 3,8,7,40.771813200819665,Road,4777.854751528152,871,Ship,3,Customer C,4147.712423586647,63.81684472056485
Type C,84.74909430632712,Location 3,Refinery 2,13,6,59.22720506746769,Ship,1849.1100611420577,919,Pipe,12,Customer C,3479.5918070413913,135.01286875342
Type A,93.00611985946023,Location 2,Refinery 2,27,1,41.01192086139314,Rail,3080.5393911387396,858,Rail,3,Customer C,1330.9403322489643,116.62817828228769
Type A,88.99254944466749,Location 1,Refinery 1,2,7,57.033174979667486,Rail,2898.8845085128514,572,Road,7,Customer C,4295.921556628262,115.90548255216112
Type C,51.980941267417855,Location 2,Refinery 3,12,7,73.08847682183905,Ship,2033.5705914814803,770,Road,11,Customer A,3708.4051054294587,104.31959163875398
Type A,74.02534736289145,Location 3,Refinery 3,10,1,33.88145853556454,Rail,4274.3729214924315,814,Pipe,12,Customer C,1795.669438061067,69.44294087617546
Type C,55.246508920908745,Location 1,Refinery 1,12,9,44.25449852642235,Ship,4598.402379052943,211,Pipe,10,Customer C,1318.9542297178455,62.50439742832804
Type A,62.10225079312637,Location 2,Refinery 2,11,6,79.59591178578479,Ship,4127.730319152835,391,Ship,4,Customer B,4348.0885225933225,107.95375729476254
Type A,99.33312966335733,Location 3,Refinery 2,15,2,72.11342169496766,Ship,1781.4358433944335,921,Road,12,Customer B,1315.6073179648042,166.4967982422917
Type B,57.12477714507566,Location 2,Refinery 2,16,5,53.87839147377212,Road,1346.9945420055262,730,Pipe,8,Customer B,1365.4154614657466,112.68625470390714
Type B,74.9444076725678,Location 3,Refinery 1,17,4,50.99765551125652,Ship,3421.7779412213695,482,Ship,11,Customer A,2709.6331516172613,100.9041697527644
Type C,80.90778671590596,Location 3,Refinery 2,26,7,37.07602293828086,Pipe,1228.3790420395358,116,Rail,9,Customer C,1539.1913136779083,120.3156950513074
Type B,85.12324852720519,Location 1,Refinery 1,2,8,51.03256566161176,Rail,3691.303554232337,592,Pipe,3,Customer C,4654.678389770877,105.50842164434684
Type C,77.98243417434571,Location 3,Refinery 1,18,1,70.89088989679684,Road,3121.6968813089707,430,Rail,5,Customer A,2881.1357450529467,129.08909715564272
Type B,50.48854237095918,Location 2,Refinery 3,12,5,61.11047079666683,Rail,3651.1429309746545,838,Ship,4,Customer C,3276.603922618286,80.3747928488728
Type A,66.3230654121996,Location 3,Refinery 2,19,3,37.4026416906792,Road,3360.683094598976,972,Rail,14,Customer B,4712.42435791235,83.81394533758292
Type C,75.88558216923558,Location 3,Refinery 1,26,1,32.08783526321198,Pipe,2690.810278108691,585,Road,12,Customer A,3121.0529025533942,93.63344260661323
Type C,54.39332495724167,Location 1,Refinery 2,23,3,35.91251221980975,Road,1803.508720560913,505,Road,10,Customer C,2414.364583829274,84.04519627794116
Type A,67.53134656045904,Location 3,Refinery 2,18,6,30.18555208356959,Road,2222.808543241954,216,Rail,6,Customer A,4188.620423263327,88.4568821870523
Type C,51.66015543956833,Location 3,Refinery 3,17,7,25.738441761422955,Road,3098.002296875906,654,Road,11,Customer A,2771.400789900843,55.51274113351593
Type C,53.928924857751035,Location 2,Refinery 2,6,8,45.1481704665233,Rail,3607.4723745904234,979,Ship,10,Customer C,2273.8777024092215,68.87573411582011
Type B,69.8461638100798,Location 1,Refinery 3,25,4,26.79797626389606,Ship,4117.932067538114,214,Road,4,Customer B,3892.917834422138,70.65254093080246
Type C,56.63578770215302,Location 1,Refinery 1,15,3,30.31475346362626,Rail,4068.6828737962433,894,Rail,8,Customer C,4206.422706452173,58.74960522514789
Type A,78.3770424130779,Location 1,Refinery 2,3,5,52.83948106036917,Ship,4890.754973044342,648,Rail,3,Customer C,4166.864670337086,89.04967664438004
Type B,84.47324845686329,Location 3,Refinery 1,6,9,29.875956421974482,Rail,2143.3657946536377,913,Rail,11,Customer B,4910.697656514831,99.95076931614304
Type B,90.02933495545415,Location 1,Refinery 2,3,6,23.83278604585417,Pipe,1284.4428328537472,724,Pipe,5,Customer C,4146.66779549985,91.27384900056988
Type A,60.007512212240506,Location 3,Refinery 1,29,9,39.04333100167311,Pipe,2382.627742167437,646,Rail,13,Customer C,4079.733743794745,93.64131989084527
Type A,58.37412911295349,Location 3,Refinery 2,1,6,33.21914591731805,Road,3973.1779008963067,743,Ship,1,Customer C,4429.941014944881,56.15092566603803
Type B,55.228392016720015,Location 2,Refinery 2,13,2,50.9183112796626,Pipe,2752.4466041331807,435,Road,13,Customer A,1000.7407811817712,88.7268814907027
Type C,81.82151247718184,Location 2,Refinery 2,28,5,26.14202507499256,Road,4271.153722357678,435,Road,6,Customer A,2449.7256447510827,75.9718755149374
Type B,85.32378632434506,Location 2,Refinery 2,21,9,65.10624726097868,Ship,3197.30546074406,988,Pipe,11,Customer A,3950.412384137688,121.04659871578369
Type A,51.5793072412821,Location 2,Refinery 2,26,8,74.37401116610832,Pipe,4719.166890522012,839,Pipe,5,Customer C,3398.8760444411096,98.19249955608862
Type B,96.81061231218449,Location 2,Refinery 2,14,7,64.60611043737165,Ship,4791.453767996275,246,Ship,8,Customer B,1710.2880105264708,116.47955210227859
Type A,52.59856418257362,Location 3,Refinery 2,13,1,51.96962224408365,Rail,1277.218024074995,221,Rail,9,Customer A,2214.932356354181,104.7068539074964
Type B,77.06481676505352,Location 3,Refinery 2,27,4,71.6400693073331,Ship,2825.653758849697,180,Pipe,8,Customer B,2347.170444328427,132.25508905484548
Type C,85.45302597254582,Location 1,Refinery 2,4,7,61.69510278689045,Rail,3438.756244998272,784,Road,8,Customer C,3271.312444689264,111.72470151769403
Type B,93.54845618730428,Location 3,Refinery 1,7,7,20.63306734701139,Ship,2023.490163248851,765,Pipe,12,Customer A,4326.393185764306,101.29473176450708
Type B,85.70434660662139,Location 3,Refinery 3,22,6,43.64540916647019,Ship,2628.307117515921,761,Pipe,14,Customer C,4729.967119110719,118.94756502295431
Type A,90.08640415348958,Location 2,Refinery 2,10,8,71.057113964408,Pipe,3710.7261644707933,474,Rail,13,Customer B,4000.3696514145563,134.21914658356755
Type A,66.97250962714031,Location 3,Refinery 3,7,6,40.751531478516156,Ship,1906.9369075934455,669,Pipe,3,Customer A,4371.801560707239,96.46272405940155
Type A,90.7412556873256,Location 2,Refinery 2,21,3,22.11291041153141,Pipe,3407.9254118978097,162,Ship,4,Customer A,2880.383833806064,86.63596044361242
Type B,54.00574231923376,Location 1,Refinery 2,15,4,64.77077831313633,Pipe,3789.7913126572244,603,Road,11,Customer A,2559.1012784891495,81.94405852436189
Type C,94.74083280302638,Location 1,Refinery 1,15,3,68.12229621697212,Road,1361.985244383467,767,Rail,4,Customer A,2570.834128576868,155.69495459966825
Type A,77.37961880768681,Location 3,Refinery 1,4,1,29.635621702598513,Road,2990.117264109811,548,Road,14,Customer B,3464.1541133598284,73.68552892910976
Type A,90.86488849812469,Location 1,Refinery 3,23,5,52.24042981059087,Rail,2052.320119696763,527,Ship,11,Customer A,1496.946822223236,137.7448605362451
Type B,72.615914225915,Location 3,Refinery 1,23,1,31.517326339743548,Ship,3897.5454239921783,967,Ship,5,Customer C,3317.976731161045,81.32902537982217
Type A,82.17888475982625,Location 1,Refinery 1,6,1,63.154065142648804,Rail,1758.2220341477619,526,Pipe,13,Customer A,3660.531440734902,131.91421281159145
Type C,76.32013304680567,Location 2,Refinery 3,24,2,36.29302731064914,Ship,4568.951662152425,520,Pipe,9,Customer B,2755.634960824955,79.51891966373346
Type C,86.5794760877666,Location 2,Refinery 1,20,4,38.972907353799805,Road,2723.7653460733072,421,Pipe,12,Customer A,4812.668707084669,107.96256708827467
Type A,54.08149910152948,Location 2,Refinery 2,26,6,70.69825121840609,Road,1792.012121230214,779,Road,9,Customer B,3432.8530895183007,126.56137545532741
Type A,53.01760419952819,Location 2,Refinery 3,5,8,48.57934113241426,Ship,2752.0871854013176,265,Ship,10,Customer B,1879.9978889465008,69.82372978470761
Type B,62.355161700507324,Location 3,Refinery 3,20,3,60.18526707309487,Ship,2634.9750512341116,696,Rail,13,Customer C,2916.865029734065,101.05992306127696
Type C,57.97723400565942,Location 1,Refinery 2,12,1,44.14238304334806,Road,2715.675837974841,748,Pipe,12,Customer A,3701.617748541176,90.396525182927
Type C,93.58917832961009,Location 3,Refinery 1,1,3,37.880411431625326,Road,3342.2451739897874,560,Road,14,Customer A,2294.516498321916,93.17234116731923
Type A,60.960699367902215,Location 2,Refinery 3,28,3,57.52868362547968,Rail,3084.69489965415,558,Pipe,1,Customer A,1318.5664251560927,105.1976181591908
Type B,98.79326279095656,Location 3,Refinery 3,8,5,29.291454444729276,Road,1599.1085267236108,288,Ship,14,Customer C,3333.74253884354,121.27758251003434
Type C,66.84478958855534,Location 1,Refinery 2,1,4,42.37999013401178,Ship,1262.3162905865452,563,Rail,14,Customer C,4791.48067447872,88.67036146079334
Type C,59.10589578443496,Location 3,Refinery 2,5,4,32.54222224315534,Rail,3917.661794906162,478,Ship,8,Customer B,2940.287942252695,47.500010697845354
Type B,89.48492535712396,Location 1,Refinery 1,22,9,61.74769801644473,Ship,3238.8697437132537,101,Road,14,Customer B,4624.436322588152,138.86749763942066
Type B,82.9353887750438,Location 3,Refinery 3,6,7,76.65253030076646,Pipe,2436.003072317055,717,Pipe,1,Customer B,4340.0943534867765,135.463170026366
Type C,74.90978582265694,Location 1,Refinery 1,29,4,79.73065808095198,Rail,4233.431289992295,463,Ship,2,Customer C,1589.6511345359336,123.27797290486183
Type C,77.76817754688156,Location 1,Refinery 1,21,3,47.01660862649544,Ship,2552.2338970438277,171,Road,7,Customer C,3832.679687342283,108.05806646119314
Type B,85.96008891361319,Location 2,Refinery 2,3,6,35.15182337818667,Road,4183.8603584024295,526,Pipe,8,Customer C,2741.8621002879136,77.72089849187897
Type C,61.422737066564935,Location 1,Refinery 3,15,3,46.56976222305945,Pipe,2223.0245100494985,737,Rail,1,Customer B,2000.9853010517477,96.79359258251856
Type A,99.8166958028371,Location 2,Refinery 3,5,6,70.83616459776343,Ship,1291.381190180799,269,Ship,3,Customer C,3747.753422666812,156.12886070350837
Type A,98.73965810733915,Location 2,Refinery 3,28,9,32.3603407131224,Rail,4730.558775199716,304,Pipe,7,Customer B,3970.6428746256856,90.66560842792703
Type B,82.51628431734684,Location 2,Refinery 2,24,6,77.12573909917543,Ship,2578.2045171254927,924,Pipe,13,Customer B,1719.5852749393553,153.44176083122127
Type B,59.97712254645725,Location 3,Refinery 2,14,4,40.51194612788906,Pipe,4170.770291397512,436,Pipe,9,Customer A,4657.778728224834,61.31681192940635
Type B,84.01141212156458,Location 3,Refinery 2,18,5,79.14821956701829,Rail,2116.5765328892176,571,Pipe,8,Customer A,4004.5889758057638,148.73377252635603
Type A,53.60992044895879,Location 3,Refinery 2,16,6,70.31653325203774,Pipe,3585.460448494624,294,Ship,8,Customer A,4733.501996567875,102.0211388891626
Type C,51.532625110290304,Location 3,Refinery 2,6,3,68.51423204884341,Ship,4493.243493030914,769,Pipe,9,Customer B,2268.292875054764,79.36564167093263
Type A,62.884144425560685,Location 1,Refinery 3,25,8,39.07428042639701,Road,1166.5760893599213,752,Road,10,Customer A,4757.340062971947,110.75437025141015
Type C,73.13114783696582,Location 1,Refinery 1,24,4,20.526632716875767,Road,4322.543058744357,374,Ship,3,Customer A,2474.0706313535234,67.85806049133168
Type A,93.41362527041903,Location 3,Refinery 3,14,8,42.927974529559265,Ship,3285.3320198877145,106,Pipe,8,Customer A,1215.879045709567,110.62112637280887
Type C,86.3584534883154,Location 1,Refinery 1,27,3,38.10856217976162,Ship,3429.887015634277,665,Ship,1,Customer C,4051.877554836093,109.67774492416433
Type A,87.13532605999904,Location 1,Refinery 2,24,7,22.24381942452784,Ship,3092.6320032239305,715,Road,8,Customer B,3814.0325763533633,93.39169119125286
Type B,71.27466672240377,Location 2,Refinery 1,8,9,50.321915390355784,Rail,4497.90041313457,953,Road,13,Customer A,3391.64396905333,80.32563843796213
Type A,67.29674962734815,Location 2,Refinery 3,29,4,44.181878676964196,Pipe,1173.7334289425498,949,Ship,7,Customer C,2959.5749775366958,116.8933021297294
Type C,68.55193814923014,Location 2,Refinery 3,7,8,58.07338806449148,Pipe,2044.1135661433925,672,Pipe,13,Customer C,1128.6610812905255,105.53687795307525
Type A,99.3824781868029,Location 2,Refinery 1,8,3,57.271179331644994,Pipe,4503.050155436622,698,Pipe,8,Customer C,3498.3890060806175,120.69239447645862
Type A,52.005459570624126,Location 1,Refinery 2,13,7,27.244798153800808,Ship,4009.382810127824,869,Road,1,Customer A,2667.3384608911747,51.27702356488571
Type A,93.35157480612243,Location 3,Refinery 2,6,3,78.61793276759735,Pipe,1070.5806407144235,277,Pipe,6,Customer C,3240.83761096378,165.76549337399476
Type B,78.93377042861967,Location 1,Refinery 3,18,7,31.215885766486814,Ship,3068.0251328388345,341,Road,7,Customer B,2717.285367870545,80.9780397421982
Type A,71.93077095947953,Location 1,Refinery 1,2,6,46.71644148588227,Rail,3118.2907228506992,302,Pipe,14,Customer C,4864.224531060796,96.03632915244705
Type B,86.26288302075682,Location 1,Refinery 2,8,2,49.28705260602409,Road,2603.5285405116415,642,Road,11,Customer C,3416.4356046033886,116.30011364295177
Type B,74.33344707123514,Location 2,Refinery 2,11,3,68.7837678328472,Ship,2189.5733282479587,900,Rail,5,Customer C,3996.945322409869,127.50668988721334
Type A,93.67116190408302,Location 2,Refinery 3,1,6,25.953775765678806,Ship,3726.8994016493684,561,Pipe,14,Customer C,4745.387789884333,83.75261125737293
Type A,95.03509320056293,Location 2,Refinery 2,22,4,45.718656752511905,Road,1831.1618588190154,179,Pipe,5,Customer B,3366.3972916669586,131.95853522835662
Type A,71.08604634367276,Location 3,Refinery 1,29,6,57.71013021417224,Road,4195.794248286824,622,Pipe,7,Customer A,1048.250071289603,101.41588026237616
Type C,63.841389861752575,Location 1,Refinery 3,6,1,32.90933729744333,Rail,4212.148643069887,516,Ship,11,Customer B,1137.1667132421694,61.775324192972725
Type A,79.61751642966811,Location 3,Refinery 3,16,1,57.64807392596437,Pipe,2661.0457502912823,865,Pipe,3,Customer B,3809.3537364074473,116.37150263827455
Type B,95.61816728083454,Location 2,Refinery 1,27,3,75.41989025297916,Ship,2134.192043638591,483,Ship,6,Customer A,2116.340544605134,162.7246263834457
Type A,60.53310945028333,Location 3,Refinery 3,20,8,79.85108787036049,Pipe,2135.512726362853,490,Ship,7,Customer C,3317.5189093917948,130.79110367548108
Type C,81.14832917817414,Location 1,Refinery 2,12,8,21.94706460744054,Ship,2929.1652959848407,995,Road,1,Customer A,1809.1087243626757,81.70275451966597
Type A,81.57801100462603,Location 1,Refinery 2,11,4,34.135293694680655,Rail,3878.316898997435,898,Ship,12,Customer A,2080.995500246857,80.54107612820056
Type C,86.65565112076405,Location 2,Refinery 1,29,6,38.618426947501845,Road,2435.474763975435,787,Ship,2,Customer B,3018.564223792301,116.36833320911958
Type C,56.57838425636299,Location 2,Refinery 2,27,8,43.94756602669797,Rail,3440.1733818310063,225,Rail,12,Customer A,4902.277853424328,83.74078619425667
Type A,85.79124823410443,Location 3,Refinery 1,29,7,34.535429455086046,Road,2529.9378423303774,593,Pipe,4,Customer C,3465.0819568367665,107.10327626688073
Type B,95.45162603328205,Location 2,Refinery 1,10,7,32.20927967331875,Pipe,2218.0927566055334,146,Ship,13,Customer B,4744.592418052092,111.75212505413566
Type C,58.984155443512094,Location 2,Refinery 2,3,4,77.27323054505,Pipe,1099.4380636631768,817,Pipe,8,Customer C,4837.51941754779,137.6179263875358
Type A,61.87716624619388,Location 1,Refinery 1,13,9,75.11129616623107,Rail,1015.6564229415626,575,Ship,11,Customer B,1832.4399856820296,135.7161764819856
Type A,98.56975470208198,Location 2,Refinery 2,27,6,22.819550060187048,Road,1908.830711328018,718,Road,13,Customer C,2244.7744098757776,112.94888242467897
Type B,59.04884763547449,Location 2,Refinery 3,3,3,40.32878129629089,Rail,2625.6251472039817,563,Rail,14,Customer A,4079.9691248748163,70.28431837326131
Type C,92.71925466847895,Location 1,Refinery 3,15,5,44.3089132207044,Road,4405.044669448242,886,Ship,10,Customer A,4467.056009165375,95.65174583453748
Type C,74.61389282240174,Location 1,Refinery 1,16,5,34.3408720799566,Road,4193.936971721701,948,Pipe,6,Customer A,3076.906976758111,84.65097799350261
Type A,62.36155372015885,Location 3,Refinery 2,29,5,57.73237381929053,Pipe,2068.6610503519596,222,Road,1,Customer C,4972.904269122197,120.44742898451152
Type A,93.53749506362557,Location 2,Refinery 2,13,8,58.42284479865447,Pipe,1978.1617719371975,573,Pipe,10,Customer B,1046.2887950210811,134.63059680578698
Type B,72.26526275013327,Location 1,Refinery 3,17,9,71.03025369971581,Road,1909.2882842801098,233,Road,5,Customer B,2198.3706223408626,136.47116507873918
Type B,75.74086769648451,Location 3,Refinery 3,3,9,64.45215610311307,Road,2356.949362115468,718,Rail,7,Customer B,3492.6470149783195,126.94771047195745
Type C,67.96166846998828,Location 3,Refinery 2,20,6,52.55439961795734,Road,2992.7948782467415,916,Road,13,Customer A,2877.159643749931,102.18577874844088
Type C,79.64754257174637,Location 2,Refinery 1,11,6,59.21520620266519,Pipe,2754.6710881263016,940,Pipe,6,Customer C,1466.411865715203,116.15796787950889
Type A,58.17619362925114,Location 2,Refinery 3,27,9,36.439326892581086,Pipe,1873.092795125975,661,Pipe,13,Customer B,2471.148341922254,103.28909081296425
